,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over
2657,1400000US26163558200,"Census Tract 5582, Wayne County, Michigan",0,0,7,6,21,0,0,0,99,62,28,61,272,0,0,31,24,0,6,0,0,35,45,66,65,304,15,0,33,22,0,12,10,0,45,71,53,43
2502,1400000US26163558300,"Census Tract 5583, Wayne County, Michigan",26,0,0,0,66,20,0,0,6,20,12,0,93,73,0,0,0,10,0,0,0,6,0,0,4,157,47,0,0,0,11,21,0,0,28,30,14,6
2373,1400000US26163558400,"Census Tract 5584, Wayne County, Michigan",7,0,0,0,73,0,0,15,28,66,68,40,180,0,0,0,3,41,12,0,5,16,23,29,51,197,46,0,0,3,0,0,0,0,26,27,18,77
2503,1400000US26163558500,"Census Tract 5585, Wayne County, Michigan",0,10,0,9,0,0,0,0,82,51,43,58,184,0,21,0,7,0,0,0,0,71,16,36,33,172,11,0,0,7,0,0,0,0,71,40,16,27
997,1400000US26163558600,"Census Tract 5586, Wayne County, Michigan",0,0,0,0,0,0,0,0,4,45,17,16,72,0,0,0,0,0,0,0,0,2,25,5,40,132,0,0,0,0,0,0,0,0,0,37,34,61
2504,1400000US26163558700,"Census Tract 5587, Wayne County, Michigan",10,0,0,0,0,0,0,0,53,24,28,26,255,0,0,9,0,20,10,0,0,17,78,72,49,130,0,0,0,0,0,0,0,0,0,64,0,66
1675,1400000US26163558800,"Census Tract 5588, Wayne County, Michigan",0,0,0,0,0,0,0,6,42,51,15,28,138,12,0,0,0,6,0,0,22,31,15,11,41,203,12,0,0,0,6,5,0,12,18,56,39,55
2374,1400000US26163558900,"Census Tract 5589, Wayne County, Michigan",0,0,0,0,0,4,0,21,45,0,0,19,110,0,0,0,7,0,0,0,14,8,28,35,18,130,0,5,0,7,0,0,0,6,18,30,41,23
2639,1400000US26163559000,"Census Tract 5590, Wayne County, Michigan",23,22,0,5,8,35,0,0,30,26,55,0,224,22,0,0,0,7,69,0,0,24,24,36,42,127,0,0,0,5,8,7,0,0,63,21,8,15
998,1400000US26163559100,"Census Tract 5591, Wayne County, Michigan",0,0,0,11,0,0,0,0,29,73,16,0,124,0,0,17,0,0,0,0,0,46,9,7,45,253,0,0,16,0,0,0,9,0,131,50,8,39
2375,1400000US26163559200,"Census Tract 5592, Wayne County, Michigan",0,0,0,28,0,12,11,0,21,64,6,6,185,35,0,4,25,0,19,15,0,7,74,0,6,139,18,0,4,19,0,16,5,0,25,12,16,24
1453,1400000US26163560100,"Census Tract 5601, Wayne County, Michigan",0,0,0,0,0,0,0,0,0,41,0,128,219,0,0,0,0,0,0,0,0,0,42,41,136,184,18,0,0,0,0,0,0,0,15,20,26,105
2505,1400000US26163560200,"Census Tract 5602, Wayne County, Michigan",18,0,0,0,0,0,34,0,36,93,69,130,318,18,32,0,0,0,0,0,0,25,85,75,83,427,11,18,8,0,0,0,0,0,60,70,13,247
649,1400000US26163560300,"Census Tract 5603, Wayne County, Michigan",0,0,0,0,0,0,0,0,0,50,0,146,231,0,0,0,0,10,0,0,0,12,10,0,199,218,0,0,26,7,0,11,0,0,0,43,0,131
999,1400000US26163560400,"Census Tract 5604, Wayne County, Michigan",0,0,0,15,0,0,0,0,14,149,46,122,476,0,0,17,0,0,0,0,22,87,127,37,186,448,0,0,18,0,0,0,0,0,165,43,23,199
873,1400000US26163561200,"Census Tract 5612, Wayne County, Michigan",0,0,0,0,0,0,0,0,19,46,38,337,758,0,0,0,0,0,40,0,17,53,15,82,551,906,0,0,0,0,14,58,0,33,37,0,54,710
874,1400000US26163561300,"Census Tract 5613, Wayne County, Michigan",29,0,0,0,0,0,0,0,0,92,22,263,525,0,0,0,0,0,0,0,0,0,0,44,481,989,0,0,0,0,0,0,0,0,15,0,0,974
2376,1400000US26163561600,"Census Tract 5616, Wayne County, Michigan",18,0,20,0,0,0,0,0,72,72,27,133,193,9,0,0,0,0,0,0,0,30,37,0,117,139,0,0,0,7,0,0,0,0,61,28,22,21
1267,1400000US26163561700,"Census Tract 5617, Wayne County, Michigan",5,5,0,35,0,9,12,0,9,0,15,55,145,23,0,0,6,0,26,0,0,6,18,13,53,189,15,0,0,0,26,25,7,0,8,31,19,58
2506,1400000US26163561900,"Census Tract 5619, Wayne County, Michigan",0,0,0,0,0,0,0,0,11,48,53,196,779,19,0,0,0,9,0,0,0,0,65,42,644,632,0,0,0,0,0,0,0,0,10,16,27,579
1676,1400000US26163562300,"Census Tract 5623, Wayne County, Michigan",0,0,0,6,0,0,0,0,30,0,0,89,84,0,0,0,0,7,0,0,0,0,12,8,57,156,0,0,0,5,26,0,0,0,12,23,13,77
1000,1400000US26163562400,"Census Tract 5624, Wayne County, Michigan",19,0,0,0,30,0,0,0,77,109,62,65,426,0,0,0,0,0,132,0,0,30,28,8,228,472,10,0,0,0,0,73,0,0,58,62,0,269
765,1400000US26163562500,"Census Tract 5625, Wayne County, Michigan",10,0,0,0,0,0,0,0,9,12,7,26,66,0,0,0,0,0,0,0,0,11,26,11,18,91,0,0,16,0,0,7,0,0,55,13,0,0
1243,1400000US26163562600,"Census Tract 5626, Wayne County, Michigan",0,0,0,0,0,0,72,0,11,31,13,160,242,0,0,0,0,0,0,0,0,10,14,27,191,306,22,0,0,0,0,0,0,9,0,0,46,229
1001,1400000US26163562700,"Census Tract 5627, Wayne County, Michigan",0,30,0,0,0,0,0,0,0,16,10,182,275,0,0,0,0,0,0,0,29,30,0,20,196,272,0,0,0,0,0,0,0,0,32,30,11,199
1454,1400000US26163562800,"Census Tract 5628, Wayne County, Michigan",30,0,18,0,0,0,0,10,38,6,57,67,173,0,0,0,7,0,0,0,18,31,0,55,62,186,0,0,0,17,0,16,0,0,21,18,40,74
2640,1400000US26163562900,"Census Tract 5629, Wayne County, Michigan",0,0,0,0,0,0,0,18,54,9,23,47,179,0,21,0,84,0,12,0,9,24,20,9,0,141,0,46,0,8,0,0,0,0,35,20,25,7
1678,1400000US26163563200,"Census Tract 5632, Wayne County, Michigan",0,12,0,70,0,0,0,33,33,10,6,8,165,0,20,9,0,0,0,0,0,3,78,29,26,336,0,40,89,0,0,0,0,6,8,129,45,19
1248,1400000US26163563300,"Census Tract 5633, Wayne County, Michigan",0,0,0,0,0,0,0,0,13,27,26,14,286,0,0,18,0,11,0,0,41,6,183,15,12,212,0,0,19,0,0,0,0,8,66,30,30,59
1455,1400000US26163563400,"Census Tract 5634, Wayne County, Michigan",18,44,8,0,0,23,0,0,63,28,73,80,330,22,41,8,0,18,0,0,0,34,56,79,72,616,48,19,18,0,0,22,0,0,174,81,66,188
766,1400000US26163563500,"Census Tract 5635, Wayne County, Michigan",0,0,0,0,0,0,0,0,75,36,15,284,551,0,0,0,10,0,0,24,0,45,39,138,295,624,10,0,0,0,0,27,8,0,71,26,80,402
2641,1400000US26163563600,"Census Tract 5636, Wayne County, Michigan",5,0,0,5,30,0,0,8,17,23,29,38,145,0,0,3,4,2,0,6,0,50,22,23,35,170,9,0,4,4,1,0,0,0,34,43,19,56
767,1400000US26163563700,"Census Tract 5637, Wayne County, Michigan",6,0,0,0,0,0,0,0,28,35,51,49,108,4,0,0,0,0,0,0,0,18,41,14,31,123,0,0,0,15,0,0,0,0,13,50,0,45
2377,1400000US26163563800,"Census Tract 5638, Wayne County, Michigan",0,19,36,0,0,0,0,31,0,39,48,35,162,0,9,0,0,0,29,18,19,0,31,20,36,284,0,9,28,0,12,19,0,80,30,29,7,70
1679,1400000US26163563900,"Census Tract 5639, Wayne County, Michigan",0,0,0,0,14,0,0,0,0,11,14,58,162,13,0,0,18,6,0,0,0,8,0,80,37,199,0,8,7,28,24,7,0,0,3,5,35,82
768,1400000US26163564000,"Census Tract 5640, Wayne County, Michigan",0,0,0,0,0,23,0,8,23,21,22,29,89,9,0,0,31,0,0,0,0,0,3,0,46,167,9,0,0,0,0,0,0,0,45,18,19,76
2642,1400000US26163564100,"Census Tract 5641, Wayne County, Michigan",26,0,50,0,0,0,0,12,124,25,7,44,318,9,0,0,12,40,0,0,0,65,86,66,40,289,39,0,13,0,23,24,0,30,4,51,24,81
1456,1400000US26163564200,"Census Tract 5642, Wayne County, Michigan",0,0,0,0,0,20,0,0,72,135,56,45,393,0,0,27,0,0,10,7,0,47,165,47,90,329,0,26,53,0,0,0,39,0,45,73,30,63
769,1400000US26163564300,"Census Tract 5643, Wayne County, Michigan",18,3,0,0,0,2,0,9,0,18,48,23,179,12,1,9,0,0,2,0,9,11,69,42,24,278,9,2,11,0,0,14,0,0,41,9,84,108
875,1400000US26163564401,"Census Tract 5644.01, Wayne County, Michigan",0,0,0,0,29,0,0,0,29,0,0,116,503,0,0,31,0,7,0,0,0,8,0,42,415,792,8,0,11,0,8,0,0,0,12,76,66,611
876,1400000US26163564402,"Census Tract 5644.02, Wayne County, Michigan",10,16,0,0,0,11,0,0,11,54,52,326,635,0,21,0,0,0,24,0,0,40,31,57,462,529,0,35,0,0,0,0,0,0,22,15,64,393
877,1400000US26163564501,"Census Tract 5645.01, Wayne County, Michigan",0,0,0,0,0,0,0,0,19,10,68,221,533,0,0,0,0,0,0,0,0,22,68,54,389,586,20,0,0,0,48,0,0,0,0,21,58,439
878,1400000US26163564502,"Census Tract 5645.02, Wayne County, Michigan",29,0,0,0,0,0,0,0,13,15,22,30,386,0,0,0,0,0,40,0,5,49,147,10,135,373,6,0,0,0,0,18,0,12,16,38,44,239
879,1400000US26163564503,"Census Tract 5645.03, Wayne County, Michigan",8,0,78,9,0,0,0,0,12,111,79,56,258,0,0,11,0,0,0,0,0,26,86,24,111,236,0,0,0,0,5,0,42,0,8,34,22,125
880,1400000US26163564504,"Census Tract 5645.04, Wayne County, Michigan",37,0,38,0,43,40,0,0,25,35,36,219,871,44,0,34,0,43,71,0,0,0,89,128,462,735,31,15,0,0,0,0,0,0,59,63,134,433
44,1400000US26163564600,"Census Tract 5646, Wayne County, Michigan",0,0,0,0,0,0,0,53,14,156,22,111,400,0,0,16,0,31,0,0,0,7,129,62,155,629,66,0,16,0,0,15,12,0,6,55,78,381
1457,1400000US26163564700,"Census Tract 5647, Wayne County, Michigan",28,0,0,0,38,30,0,0,37,17,103,157,323,52,0,0,28,21,29,0,0,12,38,81,62,411,31,0,25,0,0,44,9,0,69,87,83,63
48,1400000US26163564800,"Census Tract 5648, Wayne County, Michigan",0,0,0,0,0,0,0,9,81,40,41,119,293,0,0,0,0,0,29,0,0,64,11,5,184,346,9,0,0,0,0,24,0,8,66,31,42,166
2507,1400000US26163564900,"Census Tract 5649, Wayne County, Michigan",0,21,18,28,14,14,0,0,37,15,0,0,184,0,7,8,58,40,53,0,0,18,0,0,0,234,0,6,0,38,88,8,0,8,86,0,0,0
1458,1400000US26163565000,"Census Tract 5650, Wayne County, Michigan",25,0,28,0,10,26,37,0,122,87,48,84,362,0,0,0,0,38,0,12,10,54,73,120,55,343,0,13,25,5,0,0,9,7,78,45,97,64
650,1400000US26163565100,"Census Tract 5651, Wayne County, Michigan",5,0,0,13,0,0,58,0,66,0,18,50,177,23,0,0,0,0,9,70,0,19,32,8,16,278,71,0,0,9,0,30,22,0,53,70,23,0
2508,1400000US26163565200,"Census Tract 5652, Wayne County, Michigan",13,0,0,0,84,0,0,0,59,120,0,75,336,13,0,11,0,43,14,0,0,15,163,66,11,272,0,0,24,0,0,0,0,0,112,55,23,58
1444,1400000US26163565300,"Census Tract 5653, Wayne County, Michigan",179,0,10,17,47,24,15,0,0,98,74,20,372,186,0,0,0,0,0,0,0,32,69,0,85,285,25,0,0,98,39,0,0,0,24,48,0,51
2198,1400000US26163565600,"Census Tract 5656, Wayne County, Michigan",8,0,12,0,13,0,0,6,25,18,0,0,199,49,0,11,0,0,0,0,0,36,24,57,22,146,20,0,4,4,0,0,0,0,27,40,19,32
1459,1400000US26163565700,"Census Tract 5657, Wayne County, Michigan",0,0,0,0,14,6,0,0,19,36,64,6,203,0,0,0,0,0,0,0,0,32,38,110,23,285,6,0,0,0,17,0,22,12,7,30,134,57
1460,1400000US26163565800,"Census Tract 5658, Wayne County, Michigan",0,0,0,27,38,59,0,0,0,16,31,23,272,0,0,7,12,59,24,0,0,63,48,50,9,217,0,8,8,0,22,12,0,10,42,87,18,10
2644,1400000US26163565900,"Census Tract 5659, Wayne County, Michigan",0,14,39,0,63,0,0,0,62,0,48,14,211,0,26,0,0,28,33,0,0,80,11,9,24,137,9,78,0,0,0,0,0,0,0,27,16,7
1461,1400000US26163566400,"Census Tract 5664, Wayne County, Michigan",0,6,0,14,17,0,4,5,5,0,0,0,8,0,3,0,0,0,0,5,0,0,0,0,0,57,0,5,18,8,0,0,0,0,26,0,0,0
770,1400000US26163566500,"Census Tract 5665, Wayne County, Michigan",16,8,0,44,18,0,0,0,0,17,0,7,107,15,18,0,0,0,6,0,0,39,22,0,7,161,7,0,0,0,36,6,0,0,63,32,10,7
1680,1400000US26163566600,"Census Tract 5666, Wayne County, Michigan",0,27,0,0,22,6,0,13,53,16,17,8,121,0,0,0,0,0,16,0,8,30,8,15,44,109,0,0,0,0,0,22,0,4,13,23,11,36
1244,1400000US26163566700,"Census Tract 5667, Wayne County, Michigan",87,38,12,0,0,0,28,34,39,11,6,10,233,95,19,0,0,40,0,10,0,11,13,14,31,531,53,73,183,43,83,17,0,0,20,19,18,22
2199,1400000US26163566800,"Census Tract 5668, Wayne County, Michigan",0,18,0,0,32,0,11,0,8,27,0,9,201,55,35,11,0,34,24,0,0,8,9,15,10,200,32,34,54,0,0,9,0,0,30,7,0,34
1727,1400000US26163566900,"Census Tract 5669, Wayne County, Michigan",167,0,32,42,9,9,42,0,0,0,14,6,346,139,0,36,69,0,18,32,10,8,21,4,9,493,91,28,40,30,44,36,42,0,78,52,33,19
45,1400000US26163567000,"Census Tract 5670, Wayne County, Michigan",22,0,148,28,17,0,0,0,28,13,26,30,425,95,6,110,23,22,11,0,0,62,12,31,53,207,0,17,71,0,49,0,24,0,46,0,0,0
1677,1400000US26163567100,"Census Tract 5671, Wayne County, Michigan",8,0,22,0,9,30,0,9,98,26,64,52,201,14,0,24,8,0,74,0,20,18,15,0,28,163,0,0,31,26,0,39,0,41,17,0,9,0
881,1400000US26163567201,"Census Tract 5672.01, Wayne County, Michigan",0,0,89,31,22,31,0,0,113,0,10,51,286,8,0,21,31,11,43,0,0,76,59,19,18,203,8,0,21,29,9,0,0,0,61,28,38,9
883,1400000US26163567202,"Census Tract 5672.02, Wayne County, Michigan",0,17,45,16,0,25,0,0,21,12,11,0,261,0,15,123,7,0,34,0,0,61,11,10,0,250,24,0,92,35,0,0,0,0,60,24,11,4
771,1400000US26163567300,"Census Tract 5673, Wayne County, Michigan",0,9,10,0,12,54,0,10,40,58,39,31,266,10,0,0,0,28,25,0,21,60,10,48,64,282,0,0,0,0,21,0,0,47,36,16,109,53
772,1400000US26163567400,"Census Tract 5674, Wayne County, Michigan",0,0,0,19,14,0,0,0,36,22,75,18,45,0,0,0,0,12,0,0,0,0,7,26,0,114,0,0,0,9,0,0,0,0,24,28,29,24
1462,1400000US26163567800,"Census Tract 5678, Wayne County, Michigan",53,0,16,0,0,0,0,0,128,35,34,0,296,40,0,16,0,0,0,45,0,74,86,35,0,321,26,0,16,0,0,0,0,0,18,230,14,17
2192,1400000US26163567900,"Census Tract 5679, Wayne County, Michigan",36,14,0,0,18,56,0,0,25,36,104,10,132,0,0,0,23,18,4,0,0,28,23,19,17,162,0,14,0,0,18,11,0,0,63,17,28,11
1249,1400000US26163568000,"Census Tract 5680, Wayne County, Michigan",9,12,0,0,0,0,0,0,19,6,20,0,91,17,20,0,11,0,0,0,0,9,5,19,10,123,8,0,26,23,0,0,0,0,25,24,0,17
1681,1400000US26163568200,"Census Tract 5682, Wayne County, Michigan",0,0,0,27,15,0,7,42,39,98,26,0,323,40,0,8,8,12,14,0,43,71,30,49,48,276,41,0,19,0,17,0,13,0,62,44,53,27
2645,1400000US26163568300,"Census Tract 5683, Wayne County, Michigan",0,22,10,42,24,0,0,0,39,52,14,43,174,31,37,0,0,0,0,0,0,35,61,10,0,415,93,31,26,30,15,0,31,0,135,11,0,43
1270,1400000US26163568400,"Census Tract 5684, Wayne County, Michigan",13,26,0,36,0,34,0,0,51,54,0,0,264,71,11,10,13,0,34,25,0,42,34,12,12,171,12,0,11,0,0,12,20,0,47,36,20,13
871,1400000US26163568500,"Census Tract 5685, Wayne County, Michigan",124,100,10,29,28,0,0,0,54,11,0,0,385,139,64,19,24,0,28,0,15,79,0,17,0,356,75,32,6,23,4,0,41,16,120,0,39,0
2646,1400000US26163568700,"Census Tract 5687, Wayne County, Michigan",10,11,0,0,20,10,0,42,8,91,32,13,315,25,20,9,19,12,24,0,84,31,26,26,39,222,51,0,0,0,0,0,22,16,111,11,11,0
884,1400000US26163568800,"Census Tract 5688, Wayne County, Michigan",102,0,64,29,0,0,17,0,36,26,0,13,137,50,0,64,23,0,0,0,0,0,0,0,0,112,35,9,8,18,0,0,0,0,20,0,22,0
885,1400000US26163568900,"Census Tract 5689, Wayne County, Michigan",12,8,11,0,0,78,0,13,59,27,19,9,123,11,0,0,11,0,25,0,0,32,0,0,44,86,10,0,0,12,0,26,0,0,15,14,0,9
47,1400000US26163569100,"Census Tract 5691, Wayne County, Michigan",52,0,0,0,0,0,0,0,33,53,12,7,138,0,0,0,0,25,0,0,0,60,25,16,12,162,34,0,0,0,16,14,0,0,47,31,5,15
46,1400000US26163569200,"Census Tract 5692, Wayne County, Michigan",47,0,0,8,0,0,0,0,0,109,8,0,155,36,0,13,17,0,0,9,0,50,30,0,0,181,0,0,18,0,0,0,0,26,84,30,0,23
1737,1400000US26163569300,"Census Tract 5693, Wayne County, Michigan",48,0,11,0,34,0,11,38,67,34,16,12,130,0,0,32,0,36,0,11,0,9,42,0,0,161,7,0,12,8,0,21,0,0,21,8,19,65
1463,1400000US26163569400,"Census Tract 5694, Wayne County, Michigan",0,0,0,0,12,0,19,0,38,12,56,14,136,0,0,0,0,0,0,0,0,59,19,49,9,237,0,0,32,41,0,0,0,0,20,8,21,115
2193,1400000US26163569500,"Census Tract 5695, Wayne County, Michigan",38,0,0,0,0,12,0,32,15,20,0,17,125,35,0,0,0,0,0,0,30,33,22,5,0,244,0,12,0,0,0,0,0,18,127,18,12,57
917,1400000US26163569600,"Census Tract 5696, Wayne County, Michigan",0,0,10,0,75,0,24,0,38,29,12,0,304,22,0,27,29,24,40,0,0,72,78,0,12,297,0,0,0,28,27,13,0,0,47,90,81,11
1682,1400000US26163569700,"Census Tract 5697, Wayne County, Michigan",0,32,0,9,80,10,0,7,74,29,81,32,221,0,59,0,0,0,4,8,12,27,88,23,0,287,0,0,0,9,78,0,8,11,83,0,61,37
2643,1400000US26163569800,"Census Tract 5698, Wayne County, Michigan",25,0,0,16,36,9,19,9,7,28,0,0,232,51,14,13,26,21,31,0,0,15,41,10,10,165,33,0,12,10,0,19,0,0,27,23,20,21
1738,1400000US26163569900,"Census Tract 5699, Wayne County, Michigan",58,0,18,6,17,0,0,0,24,34,4,18,157,21,0,47,0,26,14,0,7,13,0,23,6,222,15,21,78,8,7,0,0,12,36,18,6,21
1739,1400000US26163570100,"Census Tract 5701, Wayne County, Michigan",68,0,100,37,70,12,42,0,95,44,0,35,479,45,29,44,48,102,11,55,0,89,27,29,0,309,0,14,31,5,56,0,52,17,68,22,44,0
918,1400000US26163570200,"Census Tract 5702, Wayne County, Michigan",20,110,84,49,17,0,0,0,23,47,0,0,175,10,95,0,49,10,0,0,0,11,0,0,0,221,17,73,53,28,10,0,17,0,0,0,16,7
773,1400000US26163570400,"Census Tract 5704, Wayne County, Michigan",310,0,154,90,42,0,0,0,171,0,0,0,609,240,0,0,121,16,0,0,0,158,74,0,0,366,100,102,0,0,15,0,0,0,122,14,13,0
2647,1400000US26163570500,"Census Tract 5705, Wayne County, Michigan",52,0,29,0,36,13,0,0,5,49,0,0,329,33,14,0,135,28,13,0,0,23,67,16,0,234,4,0,0,57,1,45,0,0,41,75,0,11
774,1400000US26163570600,"Census Tract 5706, Wayne County, Michigan",154,78,43,0,0,0,0,0,0,0,0,0,310,118,119,20,0,0,14,0,0,39,0,0,0,393,145,48,24,0,17,7,0,104,39,0,0,9
1740,1400000US26163570800,"Census Tract 5708, Wayne County, Michigan",0,0,0,29,0,0,0,0,0,0,0,0,433,120,24,169,96,24,0,0,0,0,0,0,0,395,177,31,64,64,0,0,0,0,39,8,12,0
2659,1400000US26163570900,"Census Tract 5709, Wayne County, Michigan",81,0,0,5,5,42,0,16,16,0,0,0,179,44,0,16,23,0,11,0,27,37,0,0,21,132,30,16,0,3,0,0,0,0,50,13,20,0
775,1400000US26163571000,"Census Tract 5710, Wayne County, Michigan",121,24,5,8,0,0,0,0,18,0,0,0,130,23,26,17,0,0,25,0,0,31,8,0,0,178,20,42,23,0,0,70,0,1,16,0,2,4
1245,1400000US26163571500,"Census Tract 5715, Wayne County, Michigan",34,29,49,10,7,9,0,8,35,47,45,96,286,68,8,27,9,13,24,0,8,12,22,12,83,519,49,79,79,39,15,30,0,0,34,24,57,113
1464,1400000US26163571600,"Census Tract 5716, Wayne County, Michigan",56,0,5,0,0,34,0,6,3,0,23,11,118,16,6,0,0,0,5,0,0,10,41,24,16,212,20,15,5,5,11,9,0,0,47,29,13,58
1741,1400000US26163571700,"Census Tract 5717, Wayne County, Michigan",47,19,12,5,22,14,0,11,70,18,9,12,238,43,76,12,0,13,7,0,5,34,18,19,11,294,69,47,24,20,7,6,6,0,62,5,28,20
1742,1400000US26163571800,"Census Tract 5718, Wayne County, Michigan",69,8,9,56,5,5,0,5,17,6,56,0,219,49,21,9,91,17,13,0,0,0,16,3,0,265,42,14,11,36,12,63,5,0,28,31,23,0
919,1400000US26163571900,"Census Tract 5719, Wayne County, Michigan",31,22,38,21,7,18,0,0,36,63,21,0,183,61,20,25,24,0,0,0,0,15,31,0,7,272,49,0,7,113,0,0,0,15,39,25,8,16
2648,1400000US26163572000,"Census Tract 5720, Wayne County, Michigan",19,25,11,25,29,7,0,0,39,1,0,4,130,18,13,13,26,18,0,0,0,18,4,0,20,94,5,0,20,10,30,0,0,0,4,6,5,14
829,1400000US26163572100,"Census Tract 5721, Wayne County, Michigan",54,125,0,15,26,17,15,54,47,51,0,0,449,150,12,0,0,102,0,16,0,78,40,0,51,405,136,16,32,16,18,35,0,0,64,18,38,32
776,1400000US26163572200,"Census Tract 5722, Wayne County, Michigan",33,0,0,64,0,36,47,53,11,63,51,22,462,25,9,0,109,0,0,70,99,58,82,10,0,520,0,9,0,98,177,0,10,0,18,192,0,16
777,1400000US26163572400,"Census Tract 5724, Wayne County, Michigan",37,0,0,14,0,6,0,13,14,4,0,0,125,0,0,0,6,16,0,0,0,0,103,0,0,96,0,0,12,12,0,6,12,24,3,27,0,0
1878,1400000US26163572500,"Census Tract 5725, Wayne County, Michigan",82,0,32,0,8,31,0,6,48,10,0,4,161,24,0,16,9,8,0,0,0,39,41,14,10,115,16,0,16,0,0,0,0,14,29,19,0,21
830,1400000US26163572600,"Census Tract 5726, Wayne County, Michigan",4,240,26,62,22,0,0,0,56,13,13,0,469,28,87,31,29,155,0,0,16,61,23,12,27,284,14,74,7,15,42,74,0,17,26,15,0,0
2194,1400000US26163572700,"Census Tract 5727, Wayne County, Michigan",75,0,0,0,31,17,10,0,87,42,37,24,240,70,19,0,0,19,0,0,0,51,48,23,10,298,112,10,0,0,8,0,0,0,67,52,21,28
778,1400000US26163572800,"Census Tract 5728, Wayne County, Michigan",45,59,34,83,0,0,0,19,66,17,82,0,280,18,25,65,13,83,18,15,0,29,14,0,0,400,76,13,0,14,15,0,30,45,27,29,93,58
779,1400000US26163572900,"Census Tract 5729, Wayne County, Michigan",34,26,14,0,28,65,0,0,159,0,0,8,257,0,0,46,0,26,32,0,0,117,24,12,0,116,0,27,14,0,0,0,0,0,24,39,0,12
1879,1400000US26163573000,"Census Tract 5730, Wayne County, Michigan",20,5,17,50,6,0,0,0,45,49,33,24,354,37,14,6,16,10,3,0,16,97,69,49,37,353,36,5,0,48,16,10,0,16,63,17,59,83
1465,1400000US26163573100,"Census Tract 5731, Wayne County, Michigan",0,8,0,0,16,0,0,0,54,76,44,153,286,8,16,0,8,33,21,0,0,11,62,67,60,360,0,36,7,12,18,0,0,0,190,13,33,51
1466,1400000US26163573300,"Census Tract 5733, Wayne County, Michigan",70,78,144,9,14,33,0,9,38,36,7,19,718,129,174,159,40,53,23,0,38,13,18,8,63,598,55,217,116,0,44,54,0,0,26,27,7,52
2649,1400000US26163573400,"Census Tract 5734, Wayne County, Michigan",69,101,29,48,53,47,11,0,41,36,0,23,488,12,0,119,88,81,12,0,34,98,0,0,44,356,20,0,8,157,57,41,21,35,9,8,0,0
2195,1400000US26163573500,"Census Tract 5735, Wayne County, Michigan",176,80,102,111,16,0,0,60,85,0,14,0,580,124,133,116,34,32,0,0,91,42,0,8,0,536,160,126,46,90,32,13,8,0,38,0,23,0
1467,1400000US26163573600,"Census Tract 5736, Wayne County, Michigan",90,121,154,154,20,0,7,31,158,50,0,0,736,126,180,124,59,17,29,13,123,39,14,12,0,769,178,139,158,70,41,30,38,39,40,36,0,0
882,1400000US26163573701,"Census Tract 5737.01, Wayne County, Michigan",38,29,45,22,13,0,0,0,0,11,4,5,254,44,35,50,25,12,0,5,14,18,15,0,36,230,41,16,31,7,50,0,10,17,44,11,3,0
886,1400000US26163573702,"Census Tract 5737.02, Wayne County, Michigan",112,30,132,132,69,16,9,0,87,0,8,0,796,206,162,50,144,49,19,0,14,118,7,20,7,926,197,125,212,39,59,84,21,14,77,43,40,15
1468,1400000US26163573800,"Census Tract 5738, Wayne County, Michigan",151,40,71,36,0,8,0,32,28,10,18,0,621,136,101,99,86,43,6,8,31,94,0,17,0,688,52,51,164,154,97,19,16,31,104,0,0,0
