,id,Geographic Area Name,Estimate!!Total!!Under 6 years!!Under .50,Estimate!!Total!!Under 6 years!!.50 to .74,Estimate!!Total!!Under 6 years!!.75 to .99,Estimate!!Total!!Under 6 years!!1.00 to 1.24,Estimate!!Total!!Under 6 years!!1.25 to 1.49,Estimate!!Total!!Under 6 years!!1.50 to 1.74,Estimate!!Total!!Under 6 years!!1.75 to 1.84,Estimate!!Total!!Under 6 years!!1.85 to 1.99,Estimate!!Total!!Under 6 years!!2.00 to 2.99,Estimate!!Total!!Under 6 years!!3.00 to 3.99,Estimate!!Total!!Under 6 years!!4.00 to 4.99,Estimate!!Total!!Under 6 years!!5.00 and over,Estimate!!Total!!6 to 11 years,Estimate!!Total!!6 to 11 years!!Under .50,Estimate!!Total!!6 to 11 years!!.50 to .74,Estimate!!Total!!6 to 11 years!!.75 to .99,Estimate!!Total!!6 to 11 years!!1.00 to 1.24,Estimate!!Total!!6 to 11 years!!1.25 to 1.49,Estimate!!Total!!6 to 11 years!!1.50 to 1.74,Estimate!!Total!!6 to 11 years!!1.75 to 1.84,Estimate!!Total!!6 to 11 years!!1.85 to 1.99,Estimate!!Total!!6 to 11 years!!2.00 to 2.99,Estimate!!Total!!6 to 11 years!!3.00 to 3.99,Estimate!!Total!!6 to 11 years!!4.00 to 4.99,Estimate!!Total!!6 to 11 years!!5.00 and over,Estimate!!Total!!12 to 17 years,Estimate!!Total!!12 to 17 years!!Under .50,Estimate!!Total!!12 to 17 years!!.50 to .74,Estimate!!Total!!12 to 17 years!!.75 to .99,Estimate!!Total!!12 to 17 years!!1.00 to 1.24,Estimate!!Total!!12 to 17 years!!1.25 to 1.49,Estimate!!Total!!12 to 17 years!!1.50 to 1.74,Estimate!!Total!!12 to 17 years!!1.75 to 1.84,Estimate!!Total!!12 to 17 years!!1.85 to 1.99,Estimate!!Total!!12 to 17 years!!2.00 to 2.99,Estimate!!Total!!12 to 17 years!!3.00 to 3.99,Estimate!!Total!!12 to 17 years!!4.00 to 4.99,Estimate!!Total!!12 to 17 years!!5.00 and over,n^M_i,n^H_i,n^U_i,n^O_i,p_i,
1007,1400000US42101014700,"Census Tract 147, Philadelphia County, Pennsylvania",200,0,21,0,0,0,0,0,0,0,0,0,155,0,54,17,0,19,21,0,0,0,44,0,0,130,107,0,0,0,17,0,0,6,0,0,0,0,417,53.8,35.2,0,506,
2823,1400000US42101014800,"Census Tract 148, Philadelphia County, Pennsylvania",0,15,6,0,0,0,0,0,0,0,0,0,39,16,0,5,0,18,0,0,0,0,0,0,0,135,45,11,29,0,22,0,0,0,7,21,0,0,147,31.2,16.8,0,195,
2824,1400000US42101014900,"Census Tract 149, Philadelphia County, Pennsylvania",111,0,0,0,57,49,12,0,74,0,0,0,157,38,7,32,0,0,0,24,0,45,0,0,11,287,90,70,64,63,0,0,0,0,0,0,0,0,503.5,232.5,0,11,747,
2507,1400000US42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",0,0,14,0,0,0,0,0,0,26,0,157,132,0,0,12,0,0,9,0,0,0,10,24,77,81,0,0,0,0,0,9,0,0,17,12,5,38,26,44.6,38.4,301,410,
1335,1400000US42101015101,"Census Tract 151.01, Philadelphia County, Pennsylvania",0,19,29,19,22,0,0,0,3,14,0,0,146,64,52,3,0,10,0,0,0,9,0,8,0,287,71,73,52,20,0,0,0,33,38,0,0,0,418,101.8,11.2,8,539,
1336,1400000US42101015102,"Census Tract 151.02, Philadelphia County, Pennsylvania",63,77,43,20,0,29,25,10,0,0,28,0,370,205,54,34,9,0,12,0,9,0,0,47,0,227,36,86,24,41,0,10,30,0,0,0,0,0,692,125,0,75,892,
2513,1400000US42101015200,"Census Tract 152, Philadelphia County, Pennsylvania",208,20,117,0,83,0,0,0,25,0,0,0,714,310,106,62,138,0,0,0,25,22,0,51,0,811,454,56,18,62,24,0,0,41,105,0,51,0,1604.5,271.5,0,102,1978,
2514,1400000US42101015300,"Census Tract 153, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,11,0,0,0,0,0,0,0,84,51,24,0,0,9,0,0,0,0,0,0,0,96,10,0,0,106,
1008,1400000US42101015600,"Census Tract 156, Philadelphia County, Pennsylvania",13,39,0,74,10,0,9,0,30,8,0,9,124,26,50,2,26,14,0,0,0,0,6,0,0,114,22,62,25,0,0,0,0,0,0,0,0,5,351,53.8,11.2,14,430,
2515,1400000US42101015700,"Census Tract 157, Philadelphia County, Pennsylvania",63,23,0,0,10,0,0,0,24,48,0,44,99,30,0,0,0,0,0,0,0,16,17,36,0,174,36,26,0,0,8,0,0,0,21,0,51,32,187,83,52,163,485,
3055,1400000US42101015800,"Census Tract 158, Philadelphia County, Pennsylvania",0,0,18,46,0,33,0,0,40,0,40,183,313,0,0,0,0,124,0,0,9,76,0,85,19,214,33,17,0,0,0,0,0,9,64,0,77,14,176,293,0,418,887,
159,1400000US42101001600,"Census Tract 16, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,143,128,0,0,0,0,0,0,0,0,35,30,0,63,65,0,0,0,0,0,0,0,0,0,0,0,65,0,41,24,271,336,
2516,1400000US42101016000,"Census Tract 160, Philadelphia County, Pennsylvania",53,62,0,33,27,16,0,0,177,30,57,133,278,51,0,0,27,26,47,0,0,87,0,40,0,189,0,0,0,0,24,0,0,0,82,18,65,0,264.5,457.1,38.4,295,1055,
24,1400000US42101016100,"Census Tract 161, Philadelphia County, Pennsylvania",119,141,38,0,0,0,0,0,89,20,26,49,265,60,38,34,0,0,22,0,0,46,0,0,65,390,99,23,0,10,82,20,0,13,38,0,23,82,603,273,16,245,1137,
2889,1400000US42101016200,"Census Tract 162, Philadelphia County, Pennsylvania",33,17,23,0,0,0,22,43,45,14,0,0,203,87,6,32,0,0,13,7,8,22,16,12,0,144,72,0,30,13,14,0,0,0,0,0,15,0,320,173,24,27,544,
1009,1400000US42101016300,"Census Tract 163, Philadelphia County, Pennsylvania",51,98,0,53,27,0,0,0,34,59,0,0,381,161,35,0,40,0,0,0,0,145,0,0,0,284,85,14,65,36,19,0,0,0,57,0,8,0,661,270.8,47.2,8,987,
3056,1400000US42101016400,"Census Tract 164, Philadelphia County, Pennsylvania",256,0,0,0,0,0,0,34,92,0,15,0,182,19,0,0,0,8,0,28,0,100,0,0,27,322,119,51,0,87,0,0,0,0,36,0,29,0,536,294,0,71,901,
1016,1400000US42101016500,"Census Tract 165, Philadelphia County, Pennsylvania",348,3,78,8,57,0,45,0,0,0,0,0,407,192,99,8,63,0,0,0,0,45,0,0,0,224,108,17,17,67,0,0,15,0,0,0,0,0,1036.5,133.5,0,0,1170,
893,1400000US42101016600,"Census Tract 166, Philadelphia County, Pennsylvania",0,0,30,0,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,29,0,13,0,7,56,0,0,53,0,0,0,0,0,0,0,0,3,83,31.6,10.4,14,139,
1337,1400000US42101016701,"Census Tract 167.01, Philadelphia County, Pennsylvania",98,56,15,0,56,0,0,0,29,0,0,0,250,104,26,67,0,0,0,0,0,53,0,0,0,219,76,49,0,0,0,0,0,0,72,22,0,0,519,186.4,17.6,0,723,
1338,1400000US42101016702,"Census Tract 167.02, Philadelphia County, Pennsylvania",26,0,33,0,0,0,17,0,61,0,0,0,179,30,26,0,16,0,16,0,0,91,0,0,0,128,57,13,0,14,0,21,0,0,23,0,0,0,215,229,0,0,444,
2517,1400000US42101016800,"Census Tract 168, Philadelphia County, Pennsylvania",0,42,0,37,0,0,0,49,18,0,0,0,193,88,13,0,33,0,0,0,0,19,7,33,0,374,77,0,142,0,48,0,0,22,61,24,0,0,456,199.2,24.8,33,713,
25,1400000US42101016901,"Census Tract 169.01, Philadelphia County, Pennsylvania",23,0,0,35,0,0,28,0,33,20,14,0,147,40,0,0,0,0,0,84,0,0,23,0,0,52,0,0,30,0,0,0,22,0,0,0,0,0,128,175.6,34.4,14,352,
3057,1400000US42101016902,"Census Tract 169.02, Philadelphia County, Pennsylvania",174,0,110,0,40,26,0,0,31,0,0,0,562,75,59,163,0,35,59,46,0,125,0,0,0,748,103,206,155,20,150,0,0,38,54,0,22,0,1177.5,491.5,0,22,1691,
165,1400000US42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,34,10,0,272,245,0,0,0,0,0,0,0,0,0,0,39,206,64,0,0,0,0,0,0,0,0,20,17,0,27,0,59.4,21.6,544,625,
156,1400000US42101017000,"Census Tract 170, Philadelphia County, Pennsylvania",99,20,0,34,0,48,0,0,0,18,5,166,106,30,19,0,0,0,0,0,0,0,0,0,57,86,30,0,0,30,0,0,0,0,26,0,0,0,262,77.6,14.4,228,582,
3059,1400000US42101017100,"Census Tract 171, Philadelphia County, Pennsylvania",0,45,0,101,63,0,0,0,211,18,0,0,238,0,79,0,0,0,0,0,0,159,0,0,0,278,0,12,0,44,0,41,0,0,140,0,0,41,312.5,586.1,14.4,41,954,
1339,1400000US42101017201,"Census Tract 172.01, Philadelphia County, Pennsylvania",111,0,0,0,0,0,0,0,0,19,0,63,127,49,0,0,0,0,0,30,0,25,23,0,0,108,16,0,8,14,0,0,31,0,17,22,0,0,198,115.8,51.2,63,428,
1340,1400000US42101017202,"Census Tract 172.02, Philadelphia County, Pennsylvania",180,0,0,67,0,0,0,0,13,0,0,0,141,0,0,0,111,0,0,0,0,16,14,0,0,254,67,0,0,134,28,0,0,0,13,12,0,0,573,61.2,20.8,0,655,
1069,1400000US42101017300,"Census Tract 173, Philadelphia County, Pennsylvania",35,60,0,89,0,36,0,0,8,0,0,0,224,29,57,46,46,0,32,0,0,14,0,0,0,118,11,26,42,18,0,0,14,0,7,0,0,0,459,111,0,0,570,
26,1400000US42101017400,"Census Tract 174, Philadelphia County, Pennsylvania",75,108,0,0,0,0,0,0,0,20,0,0,181,21,26,32,42,0,0,20,0,16,24,0,0,55,0,0,0,41,14,0,0,0,0,0,0,0,352,51.8,35.2,0,439,
1070,1400000US42101017500,"Census Tract 175, Philadelphia County, Pennsylvania",208,139,42,23,179,49,0,0,40,0,0,0,618,123,251,79,41,0,0,0,0,85,39,0,0,467,52,55,80,41,79,14,0,89,57,0,0,0,1263,470.8,31.2,0,1765,
238,1400000US42101017601,"Census Tract 176.01, Philadelphia County, Pennsylvania",258,28,0,43,0,26,0,0,32,0,0,0,426,230,46,0,60,0,41,0,0,49,0,0,0,488,147,177,44,62,0,0,41,0,17,0,0,0,1095,206,0,0,1301,
1071,1400000US42101017602,"Census Tract 176.02, Philadelphia County, Pennsylvania",121,63,131,0,65,0,0,38,30,0,0,0,524,231,112,72,49,60,0,0,0,0,0,0,0,651,106,148,163,60,140,0,0,0,34,0,0,0,1388.5,234.5,0,0,1623,
1341,1400000US42101017701,"Census Tract 177.01, Philadelphia County, Pennsylvania",81,108,44,0,48,0,0,57,0,50,0,0,326,39,122,0,0,24,0,0,49,31,61,0,0,393,106,146,62,35,0,0,0,0,0,0,44,0,779,195.2,88.8,44,1107,
1342,1400000US42101017702,"Census Tract 177.02, Philadelphia County, Pennsylvania",220,81,103,104,41,0,26,0,0,0,0,0,503,221,124,69,43,24,0,0,0,22,0,0,0,543,157,129,98,64,72,23,0,0,0,0,0,0,1481.5,139.5,0,0,1621,
1010,1400000US42101017800,"Census Tract 178, Philadelphia County, Pennsylvania",308,0,132,78,30,50,24,0,152,0,0,56,572,263,139,15,19,8,92,0,0,36,0,0,0,625,207,242,28,20,54,0,41,0,33,0,0,0,1497,474,0,56,2027,
2890,1400000US42101017900,"Census Tract 179, Philadelphia County, Pennsylvania",283,56,39,194,40,38,0,0,73,0,0,16,795,279,194,34,38,62,36,59,0,78,0,15,0,689,203,42,40,143,81,117,12,0,51,0,0,0,1636.5,555.5,0,31,2223,
3061,1400000US42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",0,0,0,0,0,10,0,0,39,32,0,118,137,0,0,0,0,0,0,0,0,50,8,12,67,268,0,0,0,34,0,0,0,0,84,55,6,89,34,202,76,292,604,
1343,1400000US42101018001,"Census Tract 180.01, Philadelphia County, Pennsylvania",0,0,0,0,8,11,0,0,52,38,28,18,114,31,26,11,31,0,0,0,0,0,0,0,15,175,0,39,10,31,0,0,0,0,7,6,29,53,183,82.8,35.2,143,444,
1344,1400000US42101018002,"Census Tract 180.02, Philadelphia County, Pennsylvania",33,176,29,38,38,56,78,19,34,33,31,127,513,42,0,56,11,0,52,151,0,0,88,113,0,299,67,0,14,10,29,0,15,0,0,135,29,0,509.5,489.7,204.8,300,1504,
2891,1400000US42101018300,"Census Tract 183, Philadelphia County, Pennsylvania",0,0,0,0,12,40,0,12,164,59,11,22,223,0,19,0,10,0,10,0,11,73,33,56,11,252,0,29,0,0,13,18,0,0,70,100,12,10,70.5,448.9,153.6,122,795,
2800,1400000US42101018400,"Census Tract 184, Philadelphia County, Pennsylvania",40,0,0,0,0,0,21,37,65,42,23,43,250,84,0,0,0,0,7,0,9,61,30,10,49,107,5,0,16,0,0,0,0,10,35,7,0,34,145,260.8,63.2,159,628,
162,1400000US42101018800,"Census Tract 188, Philadelphia County, Pennsylvania",488,85,127,11,0,44,0,0,11,0,53,0,1208,535,109,101,41,72,115,47,17,171,0,0,0,997,216,164,156,46,193,53,92,26,34,0,17,0,2211.5,742.5,0,70,3024,
1085,1400000US42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",26,0,0,13,0,0,0,0,32,14,9,209,79,0,0,10,0,28,29,0,0,0,12,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,63,100.2,20.8,218,402,
2892,1400000US42101019000,"Census Tract 190, Philadelphia County, Pennsylvania",138,42,102,34,78,73,50,0,153,79,0,0,1072,155,176,89,53,177,209,85,43,36,0,49,0,915,98,153,145,85,109,25,0,0,261,39,0,0,1452,1140.6,94.4,49,2736,
163,1400000US42101019100,"Census Tract 191, Philadelphia County, Pennsylvania",72,118,138,0,25,86,24,58,142,58,78,0,766,98,61,104,82,41,109,25,60,90,96,0,0,881,121,101,37,38,49,209,21,14,26,144,92,29,1027.5,981.1,238.4,199,2446,
164,1400000US42101019200,"Census Tract 192, Philadelphia County, Pennsylvania",178,339,0,299,182,0,0,0,0,45,0,0,1077,432,115,107,25,96,69,35,0,115,83,0,0,1384,464,196,197,169,0,0,69,0,194,38,43,14,2660,654.2,132.8,57,3504,
1345,1400000US42101019501,"Census Tract 195.01, Philadelphia County, Pennsylvania",355,21,51,9,0,0,0,0,6,0,0,0,237,142,0,18,7,0,0,0,29,41,0,0,0,481,80,17,37,18,59,0,48,14,171,0,10,27,784.5,338.5,0,37,1160,
1346,1400000US42101019502,"Census Tract 195.02, Philadelphia County, Pennsylvania",58,98,140,27,58,0,0,0,82,0,0,37,473,83,93,72,84,26,10,0,0,0,0,0,105,423,216,0,41,71,20,10,0,0,65,0,0,0,1035,219,0,142,1396,
1011,1400000US42101019700,"Census Tract 197, Philadelphia County, Pennsylvania",289,133,0,0,96,0,61,48,145,0,0,0,755,279,96,16,27,29,45,52,0,145,66,0,0,771,74,211,32,52,45,67,0,39,71,125,55,0,1294,796.2,152.8,55,2298,
2801,1400000US42101019800,"Census Tract 198, Philadelphia County, Pennsylvania",273,87,85,22,47,0,27,0,40,6,0,0,595,300,82,143,22,27,0,13,0,8,0,0,0,945,240,215,80,103,62,46,0,38,110,8,43,0,1720,352.8,11.2,43,2127,
3158,1400000US42101019900,"Census Tract 199, Philadelphia County, Pennsylvania",331,133,62,0,0,52,0,0,0,0,0,0,448,234,65,94,0,0,55,0,0,0,0,0,0,432,69,116,120,8,69,33,0,10,7,0,0,0,1266.5,191.5,0,0,1458,
2897,1400000US42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,0,0,61,44,0,0,7,11,0,15,0,0,11,0,0,0,152,0,13,7,106,0,0,0,0,26,0,0,0,144,52,0,61,257,
3161,1400000US42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",7,0,31,37,11,0,0,0,10,9,10,0,82,21,0,27,12,18,0,0,0,4,0,0,0,82,0,0,0,6,8,0,0,0,45,5,18,0,159.5,80.3,11.2,28,279,
1012,1400000US42101020000,"Census Tract 200, Philadelphia County, Pennsylvania",0,0,115,0,0,47,0,34,0,0,0,0,21,0,0,0,0,0,0,12,0,0,0,9,0,123,7,0,30,0,0,34,20,0,22,10,0,0,152,171,8,9,340,
1347,1400000US42101020101,"Census Tract 201.01, Philadelphia County, Pennsylvania",165,0,52,61,0,137,0,0,0,18,0,0,498,276,0,7,52,0,123,0,0,40,0,0,0,201,38,17,18,6,34,0,36,0,17,35,0,0,709,380.6,42.4,0,1132,
1348,1400000US42101020102,"Census Tract 201.02, Philadelphia County, Pennsylvania",0,0,12,38,45,0,0,0,125,53,0,0,211,15,17,13,32,17,0,0,0,42,0,61,14,95,13,0,0,0,0,0,0,8,29,45,0,0,171,254.6,78.4,75,579,
2518,1400000US42101020200,"Census Tract 202, Philadelphia County, Pennsylvania",70,221,59,0,0,31,0,0,54,179,0,0,228,69,0,0,0,0,0,26,0,0,133,0,0,277,0,32,47,0,0,0,24,0,27,147,0,0,498,253.8,367.2,0,1119,
2519,1400000US42101020300,"Census Tract 203, Philadelphia County, Pennsylvania",66,75,75,36,46,0,34,33,0,27,0,35,162,37,0,77,36,0,0,0,0,12,0,0,0,256,60,105,22,0,30,0,0,0,0,39,0,0,627,130.2,52.8,35,845,
3159,1400000US42101020400,"Census Tract 204, Philadelphia County, Pennsylvania",13,0,0,0,85,29,0,0,66,0,0,14,243,0,150,15,0,52,26,0,0,0,0,0,0,221,55,74,16,0,25,11,0,0,40,0,0,0,404,253,0,14,671,
223,1400000US42101020500,"Census Tract 205, Philadelphia County, Pennsylvania",0,19,0,0,0,33,0,0,0,0,0,0,71,0,0,0,0,0,55,0,16,0,0,0,0,308,0,0,0,0,34,140,0,56,78,0,0,0,36,395,0,0,431,
2893,1400000US42101020600,"Census Tract 206, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,7,42,5,6,38,18,0,0,0,0,8,0,0,0,0,0,0,10,109,24,0,0,0,0,0,0,7,30,12,7,29,28,93.4,13.6,90,225,
2796,1400000US42101020700,"Census Tract 207, Philadelphia County, Pennsylvania",0,0,55,0,0,23,20,0,61,58,29,264,209,0,0,0,0,0,0,20,0,93,13,0,83,83,0,15,0,0,0,0,0,0,56,0,0,12,70,287.2,56.8,388,802,
2520,1400000US42101020800,"Census Tract 208, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,0,45,0,18,55,0,0,0,0,0,0,0,0,15,23,0,17,14,0,0,0,0,0,0,0,0,0,14,0,0,0,31.4,65.6,35,132,
2799,1400000US42101020900,"Census Tract 209, Philadelphia County, Pennsylvania",0,0,0,30,30,15,0,0,0,13,13,117,82,0,0,0,0,8,0,0,0,0,0,0,74,28,0,0,0,0,0,0,0,0,0,0,20,8,49,36.6,10.4,232,328,
3058,1400000US42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",0,17,0,0,77,0,0,0,0,8,0,10,35,0,12,0,0,0,0,0,0,0,4,0,19,78,8,6,7,0,0,0,0,17,35,0,5,0,88.5,92.9,9.6,34,225,
233,1400000US42101021000,"Census Tract 210, Philadelphia County, Pennsylvania",0,0,0,20,26,0,0,0,0,15,38,127,66,0,0,0,0,0,0,0,0,0,13,38,15,183,0,32,0,0,0,0,0,0,12,0,0,139,65,30.6,22.4,357,475,
3063,1400000US42101021100,"Census Tract 211, Philadelphia County, Pennsylvania",0,45,0,0,0,0,0,0,7,0,25,101,47,0,5,0,0,0,0,0,8,0,0,0,34,109,0,0,13,0,0,0,0,0,33,12,12,39,63,50.4,9.6,211,334,
2802,1400000US42101021200,"Census Tract 212, Philadelphia County, Pennsylvania",0,0,0,8,0,0,17,0,18,10,65,48,148,0,0,0,0,0,0,0,0,17,64,32,35,149,0,0,0,8,28,0,0,12,49,6,38,8,30,143,64,226,463,
2803,1400000US42101021300,"Census Tract 213, Philadelphia County, Pennsylvania",18,0,0,0,0,68,0,0,13,65,19,95,201,17,0,0,0,0,10,0,0,43,84,12,35,124,14,0,0,0,8,24,0,0,37,25,0,16,53,233.8,139.2,177,603,
336,1400000US42101021400,"Census Tract 214, Philadelphia County, Pennsylvania",0,0,0,0,13,0,0,0,4,15,11,91,82,0,0,0,0,19,0,0,0,30,7,0,26,48,0,0,0,0,0,21,0,0,4,0,16,7,16,79.4,17.6,151,264,
2894,1400000US42101021500,"Census Tract 215, Philadelphia County, Pennsylvania",40,0,0,12,26,0,0,0,0,93,15,87,90,13,0,0,0,0,0,0,0,51,0,0,26,244,31,0,0,0,9,0,0,0,49,78,39,38,113.5,151.7,136.8,205,607,
2895,1400000US42101021600,"Census Tract 216, Philadelphia County, Pennsylvania",0,0,13,0,0,0,0,0,0,0,30,43,87,0,0,0,0,0,0,0,0,0,11,0,76,67,9,0,0,0,4,0,0,0,0,30,0,24,24,10.2,32.8,173,240,
2804,1400000US42101021700,"Census Tract 217, Philadelphia County, Pennsylvania",0,0,0,0,0,13,54,0,26,35,145,229,307,0,0,0,0,0,20,55,0,54,80,49,49,143,0,0,0,0,0,0,0,0,30,62,51,0,0,287.4,141.6,523,952,
224,1400000US42101021800,"Census Tract 218, Philadelphia County, Pennsylvania",17,0,0,0,98,0,79,0,152,59,127,74,361,0,0,0,0,87,0,0,0,128,0,71,75,129,16,0,58,0,0,0,0,0,27,0,28,0,183.5,490.3,47.2,375,1096,
225,1400000US42101021900,"Census Tract 219, Philadelphia County, Pennsylvania",0,0,0,0,0,5,0,0,0,56,0,34,77,0,0,0,0,0,0,0,0,0,30,7,40,22,0,0,0,0,0,0,0,5,0,0,7,10,0,27.2,68.8,98,194,
2899,1400000US42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",65,0,0,16,46,0,0,0,25,0,0,66,69,30,0,0,14,14,0,0,0,0,0,0,11,61,30,0,12,0,0,0,0,0,0,13,6,0,197,57.6,10.4,83,348,
2896,1400000US42101022000,"Census Tract 220, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,34,6,0,0,46,69,0,0,0,0,0,0,0,0,0,13,16,40,127,0,0,0,0,0,0,0,0,0,0,21,106,0,42.6,10.4,229,282,
2900,1400000US42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",0,0,0,45,0,0,0,10,9,22,0,70,83,0,0,0,33,8,0,0,0,0,23,0,19,20,0,0,0,10,0,0,0,0,10,0,0,0,92,42,36,89,259,
1083,1400000US42101023100,"Census Tract 231, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,18,4,3,77,99,0,0,0,0,0,0,0,0,12,0,12,75,147,0,0,0,0,0,0,0,0,13,15,9,110,0,46.8,15.2,286,348,
1084,1400000US42101023500,"Census Tract 235, Philadelphia County, Pennsylvania",0,0,0,0,26,0,0,0,0,0,0,89,74,0,0,0,0,13,0,0,0,0,0,0,61,62,0,0,0,0,0,0,0,0,7,0,0,55,19.5,26.5,0,205,251,
1013,1400000US42101023600,"Census Tract 236, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,31,0,21,39,110,0,0,0,0,8,0,0,0,18,12,17,55,102,0,0,0,0,0,0,0,0,13,0,19,70,4,68.4,9.6,221,303,
3160,1400000US42101023700,"Census Tract 237, Philadelphia County, Pennsylvania",0,0,0,0,0,0,0,0,49,0,0,486,301,0,0,0,18,0,0,0,0,58,0,95,130,149,0,0,0,19,0,0,0,115,0,0,0,15,37,222,0,726,985,
1073,1400000US42101023800,"Census Tract 238, Philadelphia County, Pennsylvania",0,28,0,0,0,39,0,0,0,22,127,132,188,0,25,0,0,0,39,0,0,0,0,71,53,96,0,24,0,0,0,18,0,0,15,0,39,0,77,115.4,17.6,422,632,
1017,1400000US42101023900,"Census Tract 239, Philadelphia County, Pennsylvania",11,0,0,0,0,17,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,11,34,0,29,74,
1970,1400000US42101002400,"Census Tract 24, Philadelphia County, Pennsylvania",0,0,111,0,0,0,22,0,113,133,0,63,126,29,0,0,0,0,0,0,0,30,32,18,17,209,26,21,0,71,0,0,32,0,20,0,0,39,258,250,132,137,777,
2613,1400000US42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",10,9,18,11,16,0,66,0,26,0,28,50,203,0,0,10,25,0,12,19,0,48,0,29,60,137,0,0,0,10,11,0,0,0,72,21,15,8,106.5,260.7,16.8,190,574,
1960,1400000US42101024100,"Census Tract 241, Philadelphia County, Pennsylvania",7,0,0,0,0,0,0,0,0,0,0,0,97,13,0,0,13,0,0,0,32,0,26,0,13,24,4,0,0,0,15,0,0,5,0,0,0,0,44.5,49.7,20.8,13,128,
1018,1400000US42101024200,"Census Tract 242, Philadelphia County, Pennsylvania",0,0,73,32,16,0,0,0,0,14,0,15,322,66,27,31,12,76,0,0,0,71,13,17,9,272,40,36,0,0,14,0,0,0,108,35,15,24,370,244.4,49.6,80,744,
157,1400000US42101024300,"Census Tract 243, Philadelphia County, Pennsylvania",135,0,36,0,39,24,0,0,25,40,37,17,376,120,25,31,0,70,22,0,0,0,70,38,0,359,41,68,85,0,35,45,0,0,39,0,34,12,613,249,88,138,1088,
6,1400000US42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",70,118,0,19,0,77,0,0,0,16,0,0,185,31,27,0,16,12,6,0,0,64,29,0,0,367,31,106,0,17,0,137,0,13,35,28,0,0,441,352.6,58.4,0,852,
1019,1400000US42101024500,"Census Tract 245, Philadelphia County, Pennsylvania",69,59,170,0,0,0,0,0,68,14,0,0,316,90,98,12,17,13,0,0,0,25,0,0,61,290,51,69,85,0,0,18,0,0,0,13,0,54,726.5,122.9,21.6,115,986,
7,1400000US42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",129,130,30,160,0,0,53,0,9,0,0,0,224,45,0,0,108,28,32,0,11,0,0,0,0,195,97,9,5,0,0,40,0,0,0,44,0,0,727,167.8,35.2,0,930,
230,1400000US42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",62,43,0,92,17,18,0,14,35,0,0,0,400,22,38,55,64,31,0,0,24,38,118,0,10,404,70,108,22,64,0,13,0,40,0,56,15,16,664,240.8,139.2,41,1085,
1961,1400000US42101024800,"Census Tract 248, Philadelphia County, Pennsylvania",43,0,0,23,36,10,23,0,52,0,26,24,255,41,0,0,40,35,0,0,0,71,20,0,48,165,7,0,9,20,42,0,0,0,60,27,0,0,239.5,281.9,37.6,98,657,
8,1400000US42101024900,"Census Tract 249, Philadelphia County, Pennsylvania",55,0,50,0,43,0,31,3,16,0,0,0,222,0,0,87,0,52,0,31,3,49,0,0,0,156,0,34,63,0,0,0,7,3,49,0,0,0,336.5,239.5,0,0,576,
166,1400000US42101002500,"Census Tract 25, Philadelphia County, Pennsylvania",0,49,0,0,40,0,0,0,33,15,53,156,324,26,28,0,0,125,33,0,35,11,0,40,26,262,0,23,56,67,61,0,0,0,8,13,0,34,362,238.6,22.4,309,932,
1074,1400000US42101025200,"Census Tract 252, Philadelphia County, Pennsylvania",196,0,161,42,220,28,82,67,19,57,5,25,528,22,0,116,54,75,49,42,0,22,74,44,30,337,44,0,67,5,98,0,0,0,19,65,0,39,903.5,563.7,156.8,143,1767,
1072,1400000US42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",77,0,0,70,53,11,0,18,72,9,0,43,405,24,47,31,49,42,9,0,24,92,27,0,60,264,44,21,0,26,17,0,0,0,108,36,12,0,445,404.4,57.6,115,1022,
1020,1400000US42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",9,0,0,0,0,0,0,0,107,69,46,117,294,0,0,0,0,80,0,0,0,32,52,0,130,322,12,0,0,28,0,0,0,0,95,139,4,44,89,326,208,341,964,
